company_name,url,number,category,position,person_name
XCMG Construction Machinery,http://xgjx.xcmg.com, +86 516 8773 9106,Board,Director,Lin Yang
XCMG Construction Machinery,http://xgjx.xcmg.com, +86 516 8773 9106,N1,America,L...
XCMG Construction Machinery,http://xgjx.xcmg.com, +86 516 8773 9106,N1,Secretary,G...
XCMG Construction Machinery,http://xgjx.xcmg.com, +86 516 8773 9106,N1,Finance,H...
XCMG Construction Machinery,http://xgjx.xcmg.com, +86 516 8773 9106,N1,Legal,S...
XCMG Construction Machinery,http://xgjx.xcmg.com, +86 516 8773 9106,N1,Europe,C...
XCMG Construction Machinery,http://xgjx.xcmg.com, +86 516 8773 9106,N1,India,R...
XCMG Construction Machinery,http://xgjx.xcmg.com, +86 516 8773 9106,N1,Vice President,M...
XCMG Construction Machinery,http://xgjx.xcmg.com, +86 516 8773 9106,N1,Vice President,J...
XCMG Construction Machinery,http://xgjx.xcmg.com, +86 516 8773 9106,N1,Vice President,W...
XCMG Construction Machinery,http://xgjx.xcmg.com, +86 516 8773 9106,N1,Vice President,Z...
XCMG Construction Machinery,http://xgjx.xcmg.com, +86 516 8773 9106,N1,Vice President,Z...
XCMG Construction Machinery,http://xgjx.xcmg.com, +86 516 8773 9106,N1,Vice President,J...
XCMG Construction Machinery,http://xgjx.xcmg.com, +86 516 8773 9106,N1,Vice President,G...
XCMG Construction Machinery,http://xgjx.xcmg.com, +86 516 8773 9106,N1,Vice President,Q...
XCMG Construction Machinery,http://xgjx.xcmg.com, +86 516 8773 9106,N2,Operations,R...
XCMG Construction Machinery,http://xgjx.xcmg.com, +86 516 8773 9106,N2,HR,S...
XCMG Construction Machinery,http://xgjx.xcmg.com, +86 516 8773 9106,N2,Credit,T...
XCMG Construction Machinery,http://xgjx.xcmg.com, +86 516 8773 9106,N2,Sales,T...
XCMG Construction Machinery,http://xgjx.xcmg.com, +86 516 8773 9106,N2,Aftersales & Support,E...
XCMG Construction Machinery,http://xgjx.xcmg.com, +86 516 8773 9106,N2,CFO Europe,K...
XCMG Construction Machinery,http://xgjx.xcmg.com, +86 516 8773 9106,N2,HR Europe,J...
XCMG Construction Machinery,http://xgjx.xcmg.com, +86 516 8773 9106,N2,IT Europe,T...
Xeal,http://xealenergy.com, +1 561 756 1403,Board,CEO,Alexander Isaacson
Xeal,http://xealenergy.com, +1 561 756 1403,N1,Marketing,P...
Xeal,http://xealenergy.com, +1 561 756 1403,N1,Revenue,E...
Xeal,http://xealenergy.com, +1 561 756 1403,N1,CTO,N...
Xeal,http://xealenergy.com, +1 561 756 1403,N1,Finance & Operations,L...
Xeal,http://xealenergy.com, +1 561 756 1403,N1,HR,D...
Xeal,http://xealenergy.com, +1 561 756 1403,N1,Customer Success,A...
Xeal,http://xealenergy.com, +1 561 756 1403,N1,Sales,R...
Xeal,http://xealenergy.com, +1 561 756 1403,N2,Revenue Operations,J...
Xeal,http://xealenergy.com, +1 561 756 1403,N2,Supply Chain,X...
Xebia Group,http://www.xebia.com, +31 355 381 921,Board,CEO & Director,Anand Sahay
Xebia Group,http://www.xebia.com, +31 355 381 921,Board,Director,Michel den Braver
Xebia Group,http://www.xebia.com, +31 355 381 921,Board,Director,Daan Teunissen
Xebia Group,http://www.xebia.com, +31 355 381 921,N1,CFO,Arvind Sharma
Xebia Group,http://www.xebia.com, +31 355 381 921,N1,COO Americas,Sandeep Makwana
Xebia Group,http://www.xebia.com, +31 355 381 921,N1,COO,Madhur Arya
Xebia Group,http://www.xebia.com, +31 355 381 921,N1,Digital,R...
Xebia Group,http://www.xebia.com, +31 355 381 921,N1,Cloud AWS,E...
Xebia Group,http://www.xebia.com, +31 355 381 921,N1,Qxperts & Quality,R...
Xebia Group,http://www.xebia.com, +31 355 381 921,N1,Legal,R...
Xebia Group,http://www.xebia.com, +31 355 381 921,N1,India,G...
Xebia Group,http://www.xebia.com, +31 355 381 921,N1,Data & AI,R...
Xebia Group,http://www.xebia.com, +31 355 381 921,N1,Marketing,K...
Xebia Group,http://www.xebia.com, +31 355 381 921,N1,Presales & Growth,S...
Xebia Group,http://www.xebia.com, +31 355 381 921,N1,Cloud,G...
Xebia Group,http://www.xebia.com, +31 355 381 921,N1,UK & Europe,V...
Xebia Group,http://www.xebia.com, +31 355 381 921,N1,CTO Microsoft Services,M...
Xebia Group,http://www.xebia.com, +31 355 381 921,N1,APAC & MEA,A...
Xebia Group,http://www.xebia.com, +31 355 381 921,N1,Cloud,B...
Xebia Group,http://www.xebia.com, +31 355 381 921,N1,Cloud NL,E...
Xebia Group,http://www.xebia.com, +31 355 381 921,N1,Intelligent Automation,T...
Xebia Group,http://www.xebia.com, +31 355 381 921,N1,Intelligent Automation,A...
Xebia Group,http://www.xebia.com, +31 355 381 921,N1,Switzerland,B...
Xebia Group,http://www.xebia.com, +31 355 381 921,N1,Academy & Education,B...
Xebia Group,http://www.xebia.com, +31 355 381 921,N2,CFO AI,M...
Xebia Group,http://www.xebia.com, +31 355 381 921,N2,Partnerships & Alliances M&A,B...
Xebia Group,http://www.xebia.com, +31 355 381 921,N2,Strategic Accounts Americas,V...
Xebia Group,http://www.xebia.com, +31 355 381 921,N2,COO coMakeIT,K...
Xebia Group,http://www.xebia.com, +31 355 381 921,N2,COO Poland,K...
Xebia Group,http://www.xebia.com, +31 355 381 921,N2,Netherlands,J...
Xebia Group,http://www.xebia.com, +31 355 381 921,N2,CTO Switzerland,J...
Xebia Group,http://www.xebia.com, +31 355 381 921,N2,Academy Switzerland,S...
Xebio Holdings,http://www.xebio.co.jp, +81 249 381 111,Board,President & CEO,Tomoyoshi Morohashi
Xebio Holdings,http://www.xebio.co.jp, +81 249 381 111,Board,Director,Tsuyoshi Fujisawa
Xebio Holdings,http://www.xebio.co.jp, +81 249 381 111,Board,Director,Tamotsu Iwamoto
Xebio Holdings,http://www.xebio.co.jp, +81 249 381 111,Board,Director,Takeshi Kitazawa
Xebio Holdings,http://www.xebio.co.jp, +81 249 381 111,Board,Director,Rintaro Shinohara
Xebio Holdings,http://www.xebio.co.jp, +81 249 381 111,Board,Director,Tomoko Sumida
Xebio Holdings,http://www.xebio.co.jp, +81 249 381 111,N1,GOLF Partner,J...
Xebio Holdings,http://www.xebio.co.jp, +81 249 381 111,N1,Executive Vice President,Y...
Xebio Holdings,http://www.xebio.co.jp, +81 249 381 111,N1,Xross Sports Marketing,T...
Xebio Holdings,http://www.xebio.co.jp, +81 249 381 111,N1,Xebio Corporate Co. Ltd,K...
Xebio Holdings,http://www.xebio.co.jp, +81 249 381 111,N1,Cross Tech Sports,H...
Xebio Holdings,http://www.xebio.co.jp, +81 249 381 111,N2,Executive Officer,K...
Xebia India,http://www.xebia.com/, +91 244 700 200,Board,Managing Director,Glory Nelson
Xebia India,http://www.xebia.com/, +91 244 700 200,N1,Strategic Growth,A...
Xebia India,http://www.xebia.com/, +91 244 700 200,N1,Customer Acquisitions,A...
Xee,http://yousee.dk/om_yousee/om_youseedk.aspx, +45 7070 4040,Board,CEO,Pil Brandstrup
Xee,http://yousee.dk/om_yousee/om_youseedk.aspx, +45 7070 4040,N1,Editor-in-Chief,L...
Xellia North America,http://www.xellia.com/us/, +1 847 947 0200,Board,President,Craig Boyd
Xellia North America,http://www.xellia.com/us/, +1 847 947 0200,N1,Commercial,P...
Xellia North America,http://www.xellia.com/us/, +1 847 947 0200,N1,Generics Franchise,M...
Xelion,http://www.xelion.pl, +48 225 654 400,Board,CEO,Krzysztof Prasal
Xelion,http://www.xelion.pl, +48 225 654 400,Board,Chairman of the Board,Sebastian Buczek
Xelion,http://www.xelion.pl, +48 225 654 400,Board,Vice Chairman of the Board,Artur Paderewski
Xelion,http://www.xelion.pl, +48 225 654 400,Board,Director,Barbara Bielska
Xelion,http://www.xelion.pl, +48 225 654 400,Board,Director,Agnieszka Dejnaka
Xelion,http://www.xelion.pl, +48 225 654 400,Board,Director,Maciej Klimczak
Xelion,http://www.xelion.pl, +48 225 654 400,N1,Risk Management,T...
Xelion,http://www.xelion.pl, +48 225 654 400,N1,Sales,A...
Xelion,http://www.xelion.pl, +48 225 654 400,N1,Legal,D...
Xeikon,http://www.xeikon.com, +31 117 375 020,Board,President,Robert Welford
Xeikon,http://www.xeikon.com, +31 117 375 020,N1,Account,R...
Xeikon,http://www.xeikon.com, +31 117 375 020,N1,HR,H...
Xeikon,http://www.xeikon.com, +31 117 375 020,N1,Product,W...
Xeikon,http://www.xeikon.com, +31 117 375 020,N1,Marketing,F...
Xeikon,http://www.xeikon.com, +31 117 375 020,N2,Global Strategic Accounts,M...
Xeikon,http://www.xeikon.com, +31 117 375 020,N2,Label Sales West Coast,T...
Xeikon,http://www.xeikon.com, +31 117 375 020,N2,Product,J...
Xeikon,http://www.xeikon.com, +31 117 375 020,N2,Product Management,J...
Xeikon,http://www.xeikon.com, +31 117 375 020,N2,Market Segment,D...
Xeikon,http://www.xeikon.com, +31 117 375 020,N2,Technology Digital Inks,L...
Xella,http://www.xella.com, +49 203 608 800,Board,CEO,Christophe Clemente
Xella,http://www.xella.com, +49 203 608 800,N1,CFO,Jens Kimmig
Xella,http://www.xella.com, +49 203 608 800,N1,COO,Thomas Bois
Xella,http://www.xella.com, +49 203 608 800,N1,HR & Digital,M...
Xella,http://www.xella.com, +49 203 608 800,N1,CIO,F...
Xella,http://www.xella.com, +49 203 608 800,N1,Legal & Compliance,R...
Xella,http://www.xella.com, +49 203 608 800,N1,Procurement,P...
Xella,http://www.xella.com, +49 203 608 800,N1,Sales,K...
Xella,http://www.xella.com, +49 203 608 800,N1,Sustainability & Comms,C...
Xella,http://www.xella.com, +49 203 608 800,N1,CTO,D...
Xella,http://www.xella.com, +49 203 608 800,N1,Customer Service,I...
Xella,http://www.xella.com, +49 203 608 800,N2,Finance & Admin,M...
Xella,http://www.xella.com, +49 203 608 800,N2,Compliance,F...
Xella,http://www.xella.com, +49 203 608 800,N2,Control,D...
Xella,http://www.xella.com, +49 203 608 800,N2,Treasury,V...
Xella,http://www.xella.com, +49 203 608 800,N2,People & Organizational Deve...,C...
Xella,http://www.xella.com, +49 203 608 800,N2,Sales,P...
Xellia,http://www.xellia.com, +45 3264 5500,Board,CEO,Michael Kocher
Xellia,http://www.xellia.com, +45 3264 5500,Board,Chairman of the Board,Steen Riisgaard
Xellia,http://www.xellia.com, +45 3264 5500,Board,Director,Preben Haaning
Xellia,http://www.xellia.com, +45 3264 5500,Board,Director,Henrik Kjær Hansen
Xellia,http://www.xellia.com, +45 3264 5500,Board,Director,Benny Loft
Xellia,http://www.xellia.com, +45 3264 5500,Board,Director,Julie McHugh
Xellia,http://www.xellia.com, +45 3264 5500,Board,Director,Barbara Purcell
Xellia,http://www.xellia.com, +45 3264 5500,Board,Director,Andreas Rummelt
Xellia,http://www.xellia.com, +45 3264 5500,N1,CFO,Matthew Anderson
Xellia,http://www.xellia.com, +45 3264 5500,N1,CFO,Vicente Más
Xellia,http://www.xellia.com, +45 3264 5500,N1,Commercial,G...
Xellia,http://www.xellia.com, +45 3264 5500,N1,Legal,S...
Xellia,http://www.xellia.com, +45 3264 5500,N1,Product & HR,H...
Xellia,http://www.xellia.com, +45 3264 5500,N1,Transformation,F...
Xellia,http://www.xellia.com, +45 3264 5500,N1,Quality,H...
Xellia,http://www.xellia.com, +45 3264 5500,N1,US Injectable,C...
Xencor,http://www.xencor.com, +1 626 305 5900,Board,CEO & Director,Bassil Dahiyat
Xencor,http://www.xencor.com, +1 626 305 5900,Board,Director,Ellen Feigal
Xencor,http://www.xencor.com, +1 626 305 5900,Board,Director,Kevin Gorman
Xencor,http://www.xencor.com, +1 626 305 5900,Board,Director,Kurt Gustafson
Xencor,http://www.xencor.com, +1 626 305 5900,Board,Director,Barbara Klencke
Xencor,http://www.xencor.com, +1 626 305 5900,Board,Director,Bruce Montgomery
Xencor,http://www.xencor.com, +1 626 305 5900,Board,Director,Richard Ranieri
Xencor,http://www.xencor.com, +1 626 305 5900,Board,Director,Dagmar Rosa-Bjorkeson
Xencor,http://www.xencor.com, +1 626 305 5900,N1,CFO,Bart Cornelissen
Xencor,http://www.xencor.com, +1 626 305 5900,N1,Development,N...
Xencor,http://www.xencor.com, +1 626 305 5900,N1,Research & Science,J...
Xencor,http://www.xencor.com, +1 626 305 5900,N1,BusDev,J...
Xencor,http://www.xencor.com, +1 626 305 5900,N1,Corporate Strategy,D...
Xencor,http://www.xencor.com, +1 626 305 5900,N1,Legal & Secretary,C...
Xencor,http://www.xencor.com, +1 626 305 5900,N1,HR & Alliances,E...
Xencor,http://www.xencor.com, +1 626 305 5900,N1,HR,J...
Xencor,http://www.xencor.com, +1 626 305 5900,N2,Biometrics,B...
Xencor,http://www.xencor.com, +1 626 305 5900,N2,Regulation & Quality,K...
Xempus,http://www.xempus.com, +49 892 000 1750,Board,Co-CEO,Tobias Wann
Xempus,http://www.xempus.com, +49 892 000 1750,N1,Co-CEO,Malte Dummel
Xempus,http://www.xempus.com, +49 892 000 1750,N1,Sales & Partnerships,S...
Xempus,http://www.xempus.com, +49 892 000 1750,N1,Product Platform,K...
Xempus,http://www.xempus.com, +49 892 000 1750,N1,HR & Organization,D...
Xendit,http://www.xendit.co, +62 217 230 763,Board,CEO,Moses Lo
Xendit,http://www.xendit.co, +62 217 230 763,N1,COO,Tessa Wijaya
Xendit,http://www.xendit.co, +62 217 230 763,N1,Innovation,Y...
Xendit,http://www.xendit.co, +62 217 230 763,N1,CTO,B...
Xendit,http://www.xendit.co, +62 217 230 763,N1,PR & Comms,A...
Xendit,http://www.xendit.co, +62 217 230 763,N2,Collections,Y...
Xendit,http://www.xendit.co, +62 217 230 763,N2,Partnerships,T...
Xendit,http://www.xendit.co, +62 217 230 763,N2,Operation,T...
Xenetic Biosciences,http://www.xeneticbio.com, +44 203 021 1500,Board,Interim CEO,James Parslow
Xenetic Biosciences,http://www.xeneticbio.com, +44 203 021 1500,Board,Chairman of the Board,Adam Logal
Xenetic Biosciences,http://www.xeneticbio.com, +44 203 021 1500,Board,Director,Grigory Borisenko
Xenetic Biosciences,http://www.xeneticbio.com, +44 203 021 1500,Board,Director,James Callaway
Xenetic Biosciences,http://www.xeneticbio.com, +44 203 021 1500,Board,Director,Firdaus Jal Dastoor
Xenetic Biosciences,http://www.xeneticbio.com, +44 203 021 1500,Board,Director,Roger Kornberg
Xenetic Biosciences,http://www.xeneticbio.com, +44 203 021 1500,Board,Director,Moshe Mizrahy
Xenetic Biosciences,http://www.xeneticbio.com, +44 203 021 1500,Board,Director,Alexey Vinogradov
Xenetic Biosciences,http://www.xeneticbio.com, +44 203 021 1500,N1,Science,C...
Xeneta,http://www.xeneta.com, +47 2164 2410,Board,CEO,Patrik Berglund
Xeneta,http://www.xeneta.com, +47 2164 2410,Board,Director,Fredrik Cassel
Xeneta,http://www.xeneta.com, +47 2164 2410,Board,Director,Jan-Erik Hareid
Xeneta,http://www.xeneta.com, +47 2164 2410,Board,Director,Bridget Shea
Xeneta,http://www.xeneta.com, +47 2164 2410,N1,COO & Director,George Thomas
Xeneta,http://www.xeneta.com, +47 2164 2410,N1,Airfreight,N...
Xeneta,http://www.xeneta.com, +47 2164 2410,N1,Marketing,K...
Xeneta,http://www.xeneta.com, +47 2164 2410,N1,Product & Data,E...
Xeneta,http://www.xeneta.com, +47 2164 2410,N1,Revenue,T...
Xeneta,http://www.xeneta.com, +47 2164 2410,N1,Sales Enablement,L...
Xeneta,http://www.xeneta.com, +47 2164 2410,N1,Senior Vice President,P...
Xeneta,http://www.xeneta.com, +47 2164 2410,N1,Freight Forwarding,S...
Xeneta,http://www.xeneta.com, +47 2164 2410,N2,IT & Information Security,J...
Xeneta,http://www.xeneta.com, +47 2164 2410,N2,Customer Mktg & Advocacy,A...
Xeneta,http://www.xeneta.com, +47 2164 2410,N2,Data Science,I...
Xeneta,http://www.xeneta.com, +47 2164 2410,N2,Product,S...
Xeneta,http://www.xeneta.com, +47 2164 2410,N2,Customer Success & Solutions,M...
XeneX,http://www.xenexsoc.com, +1 310 409 4250,Board,CEO,Kevin Nikkhoo
XeneX,http://www.xenexsoc.com, +1 310 409 4250,N1,Customer,S...
XeneX,http://www.xenexsoc.com, +1 310 409 4250,N1,Marketing,C...
XeneX,http://www.xenexsoc.com, +1 310 409 4250,N1,CTO & Alliances,G...
XeneX,http://www.xenexsoc.com, +1 310 409 4250,N1,xenexSOC,R...
Xensam,http://www.xensam.com, +1 +4670249778,Board,CEO,Oskar Foesker
Xensam,http://www.xensam.com, +1 +4670249778,Board,Director,Allison Metcalfe
Xensam,http://www.xensam.com, +1 +4670249778,N1,Sales,A...
Xensam,http://www.xensam.com, +1 +4670249778,N1,Marketing,C...
Xensam,http://www.xensam.com, +1 +4670249778,N1,Revenue,A...
Xensam,http://www.xensam.com, +1 +4670249778,N1,CTO,G...
Xensam,http://www.xensam.com, +1 +4670249778,N1,Legal,R...
Xenia Venture Capital,http://www.xenia.co.il, +972 9957 5259,Board,CEO & CFO,Eli Sorzon
Xenia Venture Capital,http://www.xenia.co.il, +972 9957 5259,Board,Director,Rotem Kakon
Xenia Venture Capital,http://www.xenia.co.il, +972 9957 5259,Board,Director,Merav Kaye
Xenia Venture Capital,http://www.xenia.co.il, +972 9957 5259,Board,Director,Erez Meltzer
Xenia Venture Capital,http://www.xenia.co.il, +972 9957 5259,N1,Business,M...
Xenia Venture Capital,http://www.xenia.co.il, +972 9957 5259,N1,VLX,O...
Xenon,http://www.xenon-pharma.com, +1 604 484 3300,Board,CEO & Director,Ian Mortimer
Xenon,http://www.xenon-pharma.com, +1 604 484 3300,Board,Chairman of the Board,Simon Pimstone
Xenon,http://www.xenon-pharma.com, +1 604 484 3300,Board,Lead Director,Dawn Svoronos
Xenon,http://www.xenon-pharma.com, +1 604 484 3300,Board,Director,Gillian Cannon
Xenon,http://www.xenon-pharma.com, +1 604 484 3300,Board,Director,Steven Gannon
Xenon,http://www.xenon-pharma.com, +1 604 484 3300,Board,Director,Elizabeth Garofalo
Xenon,http://www.xenon-pharma.com, +1 604 484 3300,Board,Director,Justin Gover
Xenon,http://www.xenon-pharma.com, +1 604 484 3300,Board,Director,Patrick Machado
Xenon,http://www.xenon-pharma.com, +1 604 484 3300,Board,Director,Gary Patou
Xenon,http://www.xenon-pharma.com, +1 604 484 3300,N1,CFO,Sherry Aulin
Xenon,http://www.xenon-pharma.com, +1 604 484 3300,N1,COO,Matthew Ronsheim
Xenon,http://www.xenon-pharma.com, +1 604 484 3300,N1,Commercial,C...
Xenon,http://www.xenon-pharma.com, +1 604 484 3300,N1,Legal & Secretary,A...
Xenon,http://www.xenon-pharma.com, +1 604 484 3300,N1,Medical,C...
Xenon,http://www.xenon-pharma.com, +1 604 484 3300,N1,Drug Discovery,J...
Xenon,http://www.xenon-pharma.com, +1 604 484 3300,N1,HR,S...
Xenon,http://www.xenon-pharma.com, +1 604 484 3300,N1,R&D Operations,S...
Xenon,http://www.xenon-pharma.com, +1 604 484 3300,N1,Strategy & Innovation,R...
Xenon,http://www.xenon-pharma.com, +1 604 484 3300,N1,Information Systems,M...
Xenon,http://www.xenon-pharma.com, +1 604 484 3300,N2,Market Access,D...
Xenia Hotels & Resorts,http://www.xeniareit.com, +1 407 317 6950,Board,CEO & Chairman,Marcel Verbaas
Xenia Hotels & Resorts,http://www.xeniareit.com, +1 407 317 6950,Board,Lead Director,Dennis Oklak
Xenia Hotels & Resorts,http://www.xeniareit.com, +1 407 317 6950,Board,Director,Keith Bass
Xenia Hotels & Resorts,http://www.xeniareit.com, +1 407 317 6950,Board,Director,Thomas Gartland
Xenia Hotels & Resorts,http://www.xeniareit.com, +1 407 317 6950,Board,Director,Beverly Goulet
Xenia Hotels & Resorts,http://www.xeniareit.com, +1 407 317 6950,Board,Director,Arlene Isaacs-Lowe
Xenia Hotels & Resorts,http://www.xeniareit.com, +1 407 317 6950,Board,Director,Mary Beth McCormick
Xenia Hotels & Resorts,http://www.xeniareit.com, +1 407 317 6950,Board,Director,Terrence Moorehead
Xenia Hotels & Resorts,http://www.xeniareit.com, +1 407 317 6950,N1,CFO,Atish Shah
Xenia Hotels & Resorts,http://www.xeniareit.com, +1 407 317 6950,N1,President & COO,Barry Bloom
Xenia Hotels & Resorts,http://www.xeniareit.com, +1 407 317 6950,N1,Accounting,J...
Xenia Hotels & Resorts,http://www.xeniareit.com, +1 407 317 6950,N1,Investments,S...
Xenia Hotels & Resorts,http://www.xeniareit.com, +1 407 317 6950,N1,Legal,T...
Xenia Hotels & Resorts,http://www.xeniareit.com, +1 407 317 6950,N1,Asset Management,T...
Xenia Hotels & Resorts,http://www.xeniareit.com, +1 407 317 6950,N1,Project Management,W...
Xenia Hotels & Resorts,http://www.xeniareit.com, +1 407 317 6950,N1,HR,A...
Xenia Hotels & Resorts,http://www.xeniareit.com, +1 407 317 6950,N2,Financial Planning & Analysis,C...
Xenia Hotels & Resorts,http://www.xeniareit.com, +1 407 317 6950,N2,Financial Reporting,C...
Xenia Hotels & Resorts,http://www.xeniareit.com, +1 407 317 6950,N2,Tax & Financial Reporting,A...
Xenia Hotels & Resorts,http://www.xeniareit.com, +1 407 317 6950,N2,Control,C...
Xenia Hotels & Resorts,http://www.xeniareit.com, +1 407 317 6950,N2,Finance,A...
Xenia Hotels & Resorts,http://www.xeniareit.com, +1 407 317 6950,N2,IT,S...
Xenia Hotels & Resorts,http://www.xeniareit.com, +1 407 317 6950,N2,Investments,M...
Xenia Hotels & Resorts,http://www.xeniareit.com, +1 407 317 6950,N2,Portfolio,R...
Xenia Hotels & Resorts,http://www.xeniareit.com, +1 407 317 6950,N2,Legal,M...
Xenia Hotels & Resorts,http://www.xeniareit.com, +1 407 317 6950,N2,Asset Management,A...
Xenia Hotels & Resorts,http://www.xeniareit.com, +1 407 317 6950,N2,Project Management Infrastr...,B...
Xenia Hotels & Resorts,http://www.xeniareit.com, +1 407 317 6950,N2,Project Management,N...
Xenia Hotels & Resorts,http://www.xeniareit.com, +1 407 317 6950,N2,Project,F...
Xentral,http://xentral.com, +49 821 2684 1040,Board,CEO,Benedikt Sauter
Xentral,http://xentral.com, +49 821 2684 1040,N1,Customer Success,D...
Xentral,http://xentral.com, +49 821 2684 1040,N1,Data & Analytics,S...
Xentral,http://xentral.com, +49 821 2684 1040,N1,Engineering,T...
Xentral,http://xentral.com, +49 821 2684 1040,N1,Finance & Accounting,A...
Xentral,http://xentral.com, +49 821 2684 1040,N1,Mktg & Comms,N...
Xentral,http://xentral.com, +49 821 2684 1040,N1,HR,C...
Xentral,http://xentral.com, +49 821 2684 1040,N1,Sales,S...
Xentral,http://xentral.com, +49 821 2684 1040,N2,Partnerships,M...
Xepelin,http://www.xepelin.com, +56 976 304 378,Board,CEO,Sebastián Kreis
Xepelin,http://www.xepelin.com, +56 976 304 378,Board,Chairman of the Board,Nicolás De Camino
Xepelin,http://www.xepelin.com, +56 976 304 378,N1,COO,Guillermo Molina
Xepelin,http://www.xepelin.com, +56 976 304 378,N1,Product,D...
Xepelin,http://www.xepelin.com, +56 976 304 378,N1,CTO,E...
Xepelin,http://www.xepelin.com, +56 976 304 378,N1,Revenue,D...
Xepelin,http://www.xepelin.com, +56 976 304 378,N1,Debt Capital Markets & Finan...,A...
Xepelin,http://www.xepelin.com, +56 976 304 378,N2,BusDev,N...
Xepelin,http://www.xepelin.com, +56 976 304 378,N2,Operations & Strategy,C...
Xepelin,http://www.xepelin.com, +56 976 304 378,N2,Product,L...
Xepelin,http://www.xepelin.com, +56 976 304 378,N2,Data,D...
Xepelin,http://www.xepelin.com, +56 976 304 378,N2,Growth,A...
Xeris Pharmaceuticals,http://www.xerispharma.com, +1 844 445 5704,Board,CEO & Director,John Shannon
Xeris Pharmaceuticals,http://www.xerispharma.com, +1 844 445 5704,Board,Chairman of the Board,Marla Persky
Xeris Pharmaceuticals,http://www.xerispharma.com, +1 844 445 5704,Board,Director,B.J. Bormann
Xeris Pharmaceuticals,http://www.xerispharma.com, +1 844 445 5704,Board,Director,Ricki Fairley
Xeris Pharmaceuticals,http://www.xerispharma.com, +1 844 445 5704,Board,Director,Dawn Halkuff
Xeris Pharmaceuticals,http://www.xerispharma.com, +1 844 445 5704,Board,Director,John Johnson
Xeris Pharmaceuticals,http://www.xerispharma.com, +1 844 445 5704,Board,Director,Garheng Kong
Xeris Pharmaceuticals,http://www.xerispharma.com, +1 844 445 5704,Board,Director,John Schmid
Xeris Pharmaceuticals,http://www.xerispharma.com, +1 844 445 5704,Board,Director,Jeffrey Sherman
Xeris Pharmaceuticals,http://www.xerispharma.com, +1 844 445 5704,N1,CFO,Steve Pieper
Xeris Pharmaceuticals,http://www.xerispharma.com, +1 844 445 5704,N1,Commercial,K...
Xeris Pharmaceuticals,http://www.xerispharma.com, +1 844 445 5704,N1,IR & Communication,A...
Xeris Pharmaceuticals,http://www.xerispharma.com, +1 844 445 5704,N1,Legal & Secretary,B...
Xeris Pharmaceuticals,http://www.xerispharma.com, +1 844 445 5704,N1,Development & Medical Affairs,K...
Xero,http://www.xero.com, +64 4819 4800,Board,CEO,Sukhinder Cassidy
Xero,http://www.xero.com, +64 4819 4800,Board,Chairman of the Board,David Thodey
Xero,http://www.xero.com, +64 4819 4800,Board,Director,Steven Aldrich
Xero,http://www.xero.com, +64 4819 4800,Board,Director,Mark Cross
Xero,http://www.xero.com, +64 4819 4800,Board,Director,Anjali Joshi
Xero,http://www.xero.com, +64 4819 4800,Board,Director,Brian McAndrews
Xero,http://www.xero.com, +64 4819 4800,Board,Director,Dale Murray
Xero,http://www.xero.com, +64 4819 4800,Board,Director,Susan Peterson
Xero,http://www.xero.com, +64 4819 4800,N1,CFO,Kirsty Godfrey-Billy
Xero,http://www.xero.com, +64 4819 4800,N1,Business & Strategy,A...
Xero,http://www.xero.com, +64 4819 4800,N1,Legal & Secretary,D...
Xero,http://www.xero.com, +64 4819 4800,N1,Marketing,M...
Xero,http://www.xero.com, +64 4819 4800,N1,HR,N...
Xero,http://www.xero.com, +64 4819 4800,N1,Product & Technology,D...
Xero,http://www.xero.com, +64 4819 4800,N1,Revenue,A...
Xero,http://www.xero.com, +64 4819 4800,N1,North America,B...
Xero,http://www.xero.com, +64 4819 4800,N1,UK & EMEA,A...
Xero,http://www.xero.com, +64 4819 4800,N1,Asia,K...
Xero,http://www.xero.com, +64 4819 4800,N2,Customer & Strategic Finance,T...
Xero,http://www.xero.com, +64 4819 4800,N2,Accounting,A...
Xero,http://www.xero.com, +64 4819 4800,N2,Money,L...
Xero,http://www.xero.com, +64 4819 4800,N2,Canada,F...
Xero,http://www.xero.com, +64 4819 4800,N2,Business Operations,G...
Xero,http://www.xero.com, +64 4819 4800,N2,Customer Success,N...
Xero,http://www.xero.com, +64 4819 4800,N2,Small Business,T...
Xero,http://www.xero.com, +64 4819 4800,N2,Strategy & Operations UK,L...
Xero,http://www.xero.com, +64 4819 4800,N2,Partnerships,I...
Xero,http://www.xero.com, +64 4819 4800,N2,Talent,J...
Xero,http://www.xero.com, +64 4819 4800,N2,Technology Research & Advoca...,J...
Xero,http://www.xero.com, +64 4819 4800,N2,Product Engineering,C...
Xero,http://www.xero.com, +64 4819 4800,N2,Engineering,A...
Xero,http://www.xero.com, +64 4819 4800,N2,Product Mktg,M...
Xero,http://www.xero.com, +64 4819 4800,N2,Sales & CX,M...
Xero,http://www.xero.com, +64 4819 4800,N2,Revenue Operations & Strategy,P...
Xero,http://www.xero.com, +64 4819 4800,N2,South Africa,C...
Xero,http://www.xero.com, +64 4819 4800,N2,UK,K...
Xero,http://www.xero.com, +64 4819 4800,N2,Product & Engagement,S...
Xero,http://www.xero.com, +64 4819 4800,N2,Events UK,A...
Xero,http://www.xero.com, +64 4819 4800,N2,New Zealand,B...
